id,sd,note,group_name,year,trait,subcategory,mr,author,build,category,consortium,pmid,nsnp,population,sex,ontology,unit,priority,sample_size,ncase,ncontrol
ukb-b-11531,,41202#R32: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Diagnoses - main ICD10: R32 Unspecified urinary incontinence,,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,463010.0,1011.0,461999.0
prot-a-1794,,,public,2018.0,Leucine-rich repeat neuronal protein 3,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
met-b-195,0.9261704169,Female twins,public,2015.0,CD4:%Act(25+127+),Immune cell subset frequency,1,Roederer,HG19/GRCh37,Immune system,,25772697.0,1625458,European,Females,,%,1,497.0,,
ubm-a-2322,,,public,2018.0,NET100 1166,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
prot-a-2537,,,public,2018.0,Regulator of G-protein signaling 3,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ukb-b-6873,,41229#5NN: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,PCT responsible for patient data: WESTERN CHESHIRE PCT,,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,463010.0,1128.0,461882.0
ukb-b-4394,,41245#1500: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Main speciality of consultant (recoded): Neurology,,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,461150.0,5036.0,456114.0
ubm-a-2682,,,public,2018.0,volume Right-Hippocampus,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,8411.0,,
prot-a-1074,,,public,2018.0,Low affinity immunoglobulin gamma Fc region receptor II-a,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
prot-a-482,,,public,2018.0,Cadherin-15,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
prot-a-2108,,,public,2018.0,"Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating",Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ubm-a-1607,,,public,2018.0,NET100 0451,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
ukb-b-19304,,41245#1460: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Main speciality of consultant (recoded): Medical oncology,,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,461101.0,2768.0,458333.0
prot-a-1255,,,public,2018.0,Transmembrane glycoprotein NMB,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
met-a-334,0.1402180235,,public,2014.0,Myristate (14:0),Fatty acid,1,Shin,HG19/GRCh37,Metabolites,,24816252.0,2545661,European,Males and Females,,log10 units,1,7811.0,,
ukb-b-4104,,20003#1140879464: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Treatment/medication code: loperamide,,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,462933.0,1504.0,461429.0
ukb-b-12301,,20003#1140881856: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Treatment/medication code: salbutamol,,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,462933.0,5499.0,457434.0
ukb-b-6400,,41230#5J6: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,PCT where patients GP was registered: CALDERDALE PCT,,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,463010.0,1817.0,461193.0
ubm-a-2201,,,public,2018.0,NET100 1045,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
ieu-a-100,8.4548,Adjusted for BMI,public,2013.0,Hip circumference,Anthropometric,1,Randall JC,HG19/GRCh37,Risk factor,GIANT,23754948.0,2725796,European,Males,,SD (cm),15,60586.0,,
ukb-b-4206,,2804: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Age when last used oral contraceptive pill,,1,Ben Elsworth,HG19/GRCh37,Continuous,MRC-IEU,,9851867,European,Males and Females,,SD,1,180068.0,,
ebi-a-GCST005523,,beta+se converted from OR+CI; ,public,2011.0,Celiac disease,,1,Trynka G,HG19/GRCh37,,,22057235.0,97422,European,,,logOR,0,23649.0,11812.0,229.0
prot-a-424,,,public,2018.0,Cell surface glycoprotein CD200 receptor 2,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ukb-d-22617_6124,,,public,2018.0,Job SOC coding: Educational assistants,,1,Neale lab,HG19/GRCh37,Binary,,,10691845,European,Males and Females,,,0,91149.0,2304.0,88845.0
ubm-a-848,,,public,2018.0,IDP dMRI ProbtrackX ISOVF cgc l,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7532.0,,
ukb-a-96,,,public,2017.0,Non-cancer illness code  self-reported: muscle or soft tissue injuries,,1,Neale,HG19/GRCh37,,Neale Lab,,10894596,European,Males and Females,,SD,1,337159.0,2469.0,334690.0
prot-a-1939,,,public,2018.0,Double-strand break repair protein MRE11A,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ukb-b-3831,,5364: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Average weekly intake of other alcoholic drinks,,1,Ben Elsworth,HG19/GRCh37,Categorical Ordered,MRC-IEU,,9851867,European,Males and Females,,SD,1,107741.0,,
ukb-d-30770_raw,,,public,2018.0,IGF-1,,1,Neale lab,HG19/GRCh37,Metabolites,,,13586000,European,Males and Females,,,0,,,
ukb-b-217,,4418: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Average monthly champagne plus white wine intake,,1,Ben Elsworth,HG19/GRCh37,Categorical Ordered,MRC-IEU,,9851867,European,Males and Females,,SD,1,34119.0,,
ukb-d-N39,,,public,2018.0,Diagnoses - main ICD10: N39 Other disorders of urinary system,,1,Neale lab,HG19/GRCh37,Binary,,,13435311,European,Males and Females,,,0,361194.0,10551.0,350643.0
prot-a-151,,,public,2018.0,Rho GTPase-activating protein 5,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ubm-a-2099,,,public,2018.0,NET100 0943,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
ubm-a-1738,,,public,2018.0,NET100 0582,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
ukb-b-2703,,41229#5NM: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,PCT responsible for patient data: HALTON AND ST HELENS PCT,,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,463010.0,2167.0,460843.0
prot-a-1953,,,public,2018.0,Mitochondrial peptide methionine sulfoxide reductase,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
prot-b-45,,,public,2018.0,myoglobin,Protein,1,Folkersen L,HG19/GRCh37,Immune system,,28369058.0,5270646,European,Males and Females,,,0,3394.0,,
met-a-738,0.1484900003,,public,2014.0,N-Butyl Oleate,Lipid,1,Shin,HG19/GRCh37,Metabolites,,24816252.0,2545187,European,Males and Females,,log10 units,1,4542.0,,
ukb-b-6863,,20004#1477: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Operation code: caesarean section / caesarian section,,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,462933.0,23610.0,439323.0
ukb-b-4150,,102720: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Wholemeal pasta intake,,1,Ben Elsworth,HG19/GRCh37,Categorical Ordered,MRC-IEU,,9851867,European,Males and Females,,SD,1,64949.0,,
met-b-208,3.966199506,Female twins,public,2015.0,CD4mem:R6+,Immune cell subset frequency,1,Roederer,HG19/GRCh37,Immune system,,25772697.0,1625877,European,Females,,%,1,497.0,,
ubm-a-1452,,,public,2018.0,NET100 0296,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
ubm-a-82,,,public,2018.0,IDP T1 FAST ROIs L cing gyrus ant,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,8427.0,,
ukb-b-5847,,103010: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Sausage intake,,1,Ben Elsworth,HG19/GRCh37,Categorical Ordered,MRC-IEU,,9851867,European,Males and Females,,SD,1,64949.0,,
ukb-b-18127,,41230#5J7: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,PCT where patients GP was registered: NORTH KIRKLEES PCT,,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,463010.0,1700.0,461310.0
ieu-a-1229,,,public,2017.0,Serous ovarian cancer: low grade and low malignant potential,Cancer,1,Phelan,HG19/GRCh37,Disease,OCAC,28346442.0,0,European,Females,,log odds,1,43907.0,2966.0,40941.0
prot-a-718,,,public,2018.0,Cathepsin B,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ubm-a-2379,,,public,2018.0,NET100 1223,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
ukb-b-1539,,41230#5EV: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,PCT where patients GP was registered: BROXTOWE AND HUCKNALL PCT,,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,463010.0,2121.0,460889.0
ukb-a-326,,,public,2017.0,Had other major operations,,1,Neale,HG19/GRCh37,,Neale Lab,,10894596,European,Males and Females,,SD,1,179567.0,120566.0,59001.0
ukb-a-341,,,public,2017.0,Neck/shoulder pain for 3+ months,,1,Neale,HG19/GRCh37,,Neale Lab,,10894596,European,Males and Females,,SD,1,75651.0,52253.0,23398.0
ukb-b-19425,,41202#C20: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Diagnoses - main ICD10: C20 Malignant neoplasm of rectum,,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,463010.0,1085.0,461925.0
ukb-b-8061,,20091#5: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Type of sliced bread eaten: other,,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,64949.0,1182.0,63767.0
ukb-b-14422,,41200#L851: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Operative procedures - main OPCS: L85.1 Ligation of long saphenous vein,,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,463010.0,5294.0,457716.0
prot-a-1309,,,public,2018.0,Histone acetyltransferase type B catalytic subunit,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ubm-a-1411,,,public,2018.0,NET100 0255,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
ubm-a-709,,,public,2018.0,IDP dMRI ProbtrackX L1 ar l,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7532.0,,
ubm-a-2891,,,public,2018.0,a2009s rh Lat Fis-ant-Horizont area,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,8411.0,,
ubm-a-794,,,public,2018.0,IDP dMRI ProbtrackX ICVF cgc l,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7532.0,,
ukb-d-22601_23113399,,,public,2018.0,"Job coding: higher education teaching professional, university lecturer/professor (including college/university head/vice chancellor)",,1,Neale lab,HG19/GRCh37,Binary,,,10920723,European,Males and Females,,,0,89866.0,2631.0,87235.0
ukb-d-22617_2112,,,public,2018.0,Job SOC coding: Biological scientists and biochemists,,1,Neale lab,HG19/GRCh37,Binary,,,9402868,European,Males and Females,,,0,91149.0,1067.0,90082.0
ubm-a-3060,,,public,2018.0,DKTatlas rh superiortemporal thickness,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,8411.0,,
ubm-a-322,,,public,2018.0,IDP dMRI TBSS MO Sagittal stratum R,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7532.0,,
prot-a-1809,,,public,2018.0,Lactotransferrin,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ukb-a-529,,,public,2017.0,Diagnoses - main ICD10: H25 Senile cataract,,1,Neale,HG19/GRCh37,,Neale Lab,,10894596,European,Males and Females,,SD,1,337199.0,2651.0,334548.0
ukb-b-8085,,41202#M653: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Diagnoses - main ICD10: M65.3 Trigger finger,,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,463010.0,1059.0,461951.0
ukb-a-444,,,public,2017.0,Blood clot  DVT  bronchitis  emphysema  asthma  rhinitis  eczema  allergy diagnosed by doctor: Emphysema/chronic bronchitis,,1,Neale,HG19/GRCh37,,Neale Lab,,10894596,European,Males and Females,,SD,1,336782.0,5599.0,331183.0
prot-a-723,,,public,2018.0,Cathepsin G,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
met-a-580,0.2600766068,,public,2014.0,X-12092,Unknown metabolite,1,Shin,HG19/GRCh37,Metabolites,,24816252.0,2545734,European,Males and Females,,log10 units,1,7500.0,,
prot-a-1196,,,public,2018.0,Growth/differentiation factor 5,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ukb-b-17277,,20004#1460: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Operation code: anal surgery,,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,462933.0,2854.0,460079.0
ukb-b-1993,,20087#159: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Types of spread used on bread/crackers: Butter on bread/crackers,,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,64949.0,15836.0,49113.0
ieu-a-114,6.24,Effect allele frequencies are missing,public,2012.0,Neo-conscientiousness,Personality,1,de Moor MH,HG19/GRCh37,Risk factor,GPC,21173776.0,2305683,European,Males and Females,,arbitrary score,1,17375.0,,
met-c-951,0.75,XL.VLDL.PL; SD value comes from the original untransformed distribution of the ERF cohort,public,2016.0,Phospholipids in very large VLDL,Lipid,1,Kettunen,HG19/GRCh37,Metabolites,,27005778.0,11759843,European,Males and Females,,SD,1,21237.0,,
ubm-a-1858,,,public,2018.0,NET100 0702,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
ukb-b-15287,,20088#340: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Types of spreads/sauces consumed: Brown sauce,,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,64949.0,1782.0,63167.0
prot-a-1741,,,public,2018.0,Leukocyte immunoglobulin-like receptor subfamily A member 6,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ukb-b-9857,,102150: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Other milk-based pudding intake,,1,Ben Elsworth,HG19/GRCh37,Categorical Ordered,MRC-IEU,,9851867,European,Males and Females,,SD,1,64944.0,,
prot-a-3267,,,public,2018.0,Zinc finger protein 276,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
prot-a-667,,,public,2018.0,Cytokine receptor-like factor 2,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
prot-a-1971,,,public,2018.0,"Muscle, skeletal receptor tyrosine-protein kinase",Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ubm-a-1133,,,public,2018.0,NET25 0187,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
ubm-a-1844,,,public,2018.0,NET100 0688,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
ubm-a-2317,,,public,2018.0,NET100 1161,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
ukb-a-447,,,public,2017.0,Blood clot  DVT  bronchitis  emphysema  asthma  rhinitis  eczema  allergy diagnosed by doctor: Hayfever  allergic rhinitis or eczema,,1,Neale,HG19/GRCh37,,Neale Lab,,10894596,European,Males and Females,,SD,1,336782.0,77891.0,258891.0
ukb-a-297,,,public,2017.0,Most recent bowel cancer screening,,1,Neale,HG19/GRCh37,,Neale Lab,,10894596,European,Males and Females,,SD,1,75920.0,,
ubm-a-1755,,,public,2018.0,NET100 0599,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
prot-b-43,,,public,2018.0,hepatocyte growth factor,Protein,1,Folkersen L,HG19/GRCh37,Immune system,,28369058.0,5270646,European,Males and Females,,,0,3394.0,,
prot-a-269,,,public,2018.0,Bromodomain-containing protein 1,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
prot-a-2092,,,public,2018.0,Nutritionally-regulated adipose and cardiac enriched protein homolog,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
met-b-230,1.942089489,Female twins,public,2015.0,"CD8mem:%""TFH"" (1)",Immune cell subset frequency,1,Roederer,HG19/GRCh37,Immune system,,25772697.0,1623955,European,Females,,%,1,497.0,,
ubm-a-2030,,,public,2018.0,NET100 0874,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
prot-a-1736,,,public,2018.0,Leukemia inhibitory factor,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
prot-a-1849,,,public,2018.0,Mitogen-activated protein kinase 8,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ukb-b-15531,,100510: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Other non-alcoholic drinks,,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,64949.0,8460.0,56489.0
ukb-b-5534,,41200#T723: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Operative procedures - main OPCS: T72.3 Release of constriction of sheath of tendon,,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,463010.0,2104.0,460906.0
ukb-b-14449,,5276: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Index of best refractometry result (left),,1,Ben Elsworth,HG19/GRCh37,Categorical Ordered,MRC-IEU,,9851867,European,Males and Females,,SD,1,99063.0,,
prot-a-48,,,public,2018.0,Adrenomedullin,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
prot-a-2964,,,public,2018.0,Transforming growth factor beta-2,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
